,XLK,XLF,XLE,XLV,XLY,XLP,XLU,XLI,XLB,XLRE,XLC
2025-09-29,0.21961705478789983,0.1856939277260317,0.17120458346042808,0.16807786958345833,0.22932793179542846,0.10570584802893056,0.13310770779962197,0.1715869635650808,0.19479602984244765,0.14061609852816354,0.16826467642361448
2025-09-30,0.21982143631153736,0.18661494722085475,0.17207844495981517,0.17513895615754554,0.2304552225895234,0.10306290977282725,0.13333111805010145,0.17445827118121943,0.1912601697227755,0.1409806944861948,0.16737494339216497
2025-10-01,0.2197086690647951,0.1871508210007185,0.1680813415418756,0.18711907615542225,0.23030196754461815,0.10269123187465505,0.13427430430986748,0.17461346206662362,0.18710306050952719,0.14087536246693216,0.16948274776354494
2025-10-02,0.22213006125274237,0.1880929940010954,0.16977583721130468,0.1894331302066896,0.23700525135988357,0.10301597110078313,0.1337556852993561,0.17700485265635882,0.19285961881872826,0.14251744428246316,0.1728574359114049
2025-10-03,0.223990404464425,0.18733499281531915,0.16766646259578583,0.1881269192506458,0.23591904921154017,0.10316515224764966,0.1360820172160978,0.1800801058587018,0.19149699345672636,0.14064335428325142,0.1706053269572555
2025-10-06,0.2226164647437537,0.1826218623399454,0.16020083047004338,0.1872095569336578,0.23322731705015257,0.10216216217844104,0.1342513559072881,0.1779798940796513,0.18960533035075872,0.1408460695891379,0.167959515731805
2025-10-07,0.2347406777718205,0.1887725448699705,0.1607554877720334,0.18932491418990027,0.25059911277145724,0.10325486137231905,0.13322409946127317,0.1859756741666709,0.19408357629917986,0.1429930966300376,0.17555070439785322
2025-10-08,0.22857297231501666,0.17734760509979966,0.1591653180453865,0.18561686717628706,0.23645468061003372,0.10297792343304545,0.13188477999005588,0.17811059169899907,0.18816602143832686,0.14029978150934933,0.16678236573004052
2025-10-09,0.22951856552383074,0.17556415829753533,0.16270006333699846,0.1842378115980239,0.24002524642186934,0.10286496620072468,0.1323088365554712,0.18486955499482272,0.19138242739304553,0.14124624226581514,0.16740132398642368
2025-10-10,0.30885427167474494,0.20930697077301819,0.19341344016745093,0.19997228116904203,0.28437040910900707,0.10268868872521739,0.13601588848971086,0.22013127001386107,0.2186056152552978,0.15002834685470393,0.19547516168508966
2025-10-13,0.2801461502904688,0.17981059354331355,0.1861929307385903,0.1813158403817803,0.2551478801639303,0.10092895066488032,0.13054368370763353,0.1925101913616833,0.1983915472334316,0.14191312547366058,0.17236906913825872
2025-10-14,0.30746171999859967,0.19203667519022935,0.191123490294472,0.18340184512676785,0.2748557830014252,0.10590195949976143,0.13313194548404134,0.20751656025178503,0.20929547312283775,0.14326590052981844,0.18344214702212752
2025-10-15,0.30595618783561124,0.1881706443388839,0.1894678157609578,0.18341266732777975,0.2734073525623888,0.10435784371727161,0.13547343907094744,0.2031516495462194,0.2062793387568461,0.14748706660684555,0.18366574817584017
2025-10-16,0.36456537299373254,0.2410388556999038,0.20721861533729483,0.19534831940315833,0.32820686833442747,0.104989683495291,0.1453388557648053,0.2424154002338428,0.23685948249418132,0.15665937324752655,0.218307732746536
2025-10-17,0.30113589659518963,0.20679555227520094,0.19276274590282574,0.18283560494520187,0.2763903863441978,0.10827795842084705,0.13686147536819618,0.2030483990576665,0.20624277807497374,0.14875721693608462,0.1857135322141792
2025-10-20,0.2640662816490553,0.18880301428683477,0.18655665720849013,0.1747442621545314,0.24504697153415345,0.10664825983435018,0.13071751983634516,0.18377505108157474,0.19194447995702854,0.14298925031639753,0.17033135001695876
2025-10-21,0.2617769351095148,0.185524527857211,0.18140467408282798,0.16728183356819784,0.24361315154120708,0.10699788929166155,0.13278609639674224,0.17547434630043518,0.19064379682932955,0.14249785225222156,0.1685114691955166
2025-10-22,0.2726939378928637,0.1911981148905188,0.1825501024017936,0.16786175706111503,0.24932107998800393,0.10749126048581953,0.13409947541274353,0.1846104335233912,0.1932512270444014,0.14320935705620486,0.17531693225869718
2025-10-23,0.2571499089998161,0.17983230036202208,0.18214130170817916,0.16435587477810182,0.23320468401705852,0.10785272505851685,0.13177241543673102,0.17519407034760953,0.1856877509785606,0.14069041681797795,0.16542638252730224
2025-10-24,0.24609454265049407,0.1739202828179239,0.17813828277596344,0.16052203758652442,0.2199939168869732,0.10613034114025949,0.13031807672476792,0.1659752460644052,0.17587884214895716,0.13435948772929512,0.15736923406106285
2025-10-27,0.23950551973670042,0.16715800588794325,0.1756549019842032,0.15780421408458803,0.21352596606068153,0.10524218589973934,0.127908668092336,0.1574872473347423,0.17024540927379422,0.129684955670682,0.15387441519569467
2025-10-28,0.24913266380204735,0.17195420511375714,0.17536129492335448,0.15931707175271073,0.21930944111160744,0.1056795455953998,0.13312109789390328,0.16213521092845412,0.1676747372978841,0.13467456436033914,0.15847510386978453
2025-10-29,0.2553636701825784,0.17882017698080882,0.17649239980206666,0.14847879212761067,0.2247108742699582,0.11463600946261757,0.13412539901433457,0.16666750879627182,0.1725382016159885,0.14134611363810273,0.16303939854797292
2025-10-30,0.2546340159736575,0.16988167536580376,0.1702793030498385,0.1503680343200497,0.22712454948043065,0.11402030749750103,0.1370608744493183,0.16232159057444115,0.17599603282851226,0.141084498363876,0.16989038565537853
2025-10-31,0.2630560622396586,0.17414590442163003,0.17439856482100644,0.14765935074119027,0.24397878766395403,0.11367313099286654,0.13170159533625228,0.16820557289070145,0.17663268866961007,0.14007397543639724,0.1687703785687269
2025-11-03,0.25884140217347085,0.17284487423248682,0.17435224849256392,0.1466101844185117,0.2439679308277076,0.11457840041493196,0.12832965035848967,0.16732919378092576,0.17741524696215236,0.14020316681873557,0.16693132183600232
2025-11-04,0.2932009207177232,0.17621859533310993,0.18234758603113704,0.14596907848103335,0.26051621168993816,0.11180846059449268,0.13132943506479508,0.18339196903281935,0.18678748717317697,0.14094269891105707,0.1782066339004237
2025-11-05,0.2791648616108716,0.16862282073170437,0.17920743352152305,0.14134470149174747,0.25113426078200163,0.11017190195381205,0.12834865344031884,0.17597545784648488,0.18194964561068558,0.13962495413965434,0.1713052102532801
2025-11-06,0.3045928925052339,0.1727185254225795,0.17894337196977067,0.14123318021325587,0.2784359152973684,0.11010993759817746,0.13237111503266155,0.18555290480050252,0.1880338527783586,0.14244900530758672,0.18290928596428174
2025-11-07,0.29783957489006874,0.1711944338564749,0.17867650169483384,0.14061537202275126,0.2741413386968296,0.11452167444503683,0.13379613903642407,0.18237359577528492,0.1873816887879673,0.1435139314292128,0.1806489228156559
2025-11-10,0.2785069851468122,0.15714496191672844,0.17621396501886716,0.13843217782534886,0.2529885776868431,0.1145403751637345,0.12885593394474693,0.16551198511708404,0.1753915172144612,0.1402818877247992,0.16233779378275132
2025-11-11,0.27456769070147685,0.155406408080759,0.1757997074046685,0.14143561281870834,0.24729319018611548,0.11783320382778828,0.12828208715989173,0.16298588665239888,0.17007886851408047,0.14104474147161514,0.16022179944921908
2025-11-12,0.2777063317585373,0.15714280033507128,0.17894342123790552,0.14364402985003932,0.2504316204007193,0.11676224321758605,0.1276263329669126,0.16331565647030175,0.17042936543406229,0.1414749357617539,0.16230006058606491
2025-11-13,0.31287417544566787,0.16838653943637022,0.18045257280994553,0.14361431842784378,0.28279613823269645,0.1168708520364694,0.1374124767934741,0.18227596049997538,0.17935602996167033,0.14895655145416808,0.1801591427911608
2025-11-14,0.3104168355371351,0.16909398968223735,0.18194300663554108,0.1440371668024486,0.2811374181766906,0.1168439768450125,0.13656665228244716,0.18101221629453088,0.1791132715270147,0.14731984526629632,0.17886591717268988
2025-11-17,0.34433974558510627,0.19200893876819414,0.1947433702775026,0.14848576315102902,0.31226186291798175,0.11466883288694833,0.14037816731059097,0.203144640158156,0.19969521598214465,0.1521392213802674,0.19274909874606586
2025-11-18,0.3798121951684657,0.20371199474971544,0.19802435649133512,0.1510321698662806,0.3436344507566371,0.11467656264447329,0.1461764727932238,0.21959823950386395,0.21031265796865045,0.1558010081209733,0.2026309538937551
2025-11-19,0.36559112436855207,0.19825590084735772,0.19700703948193518,0.1483256053492922,0.3301547881858254,0.11468986258736168,0.14233637430130244,0.211897794589152,0.20590343593625,0.15300069779751138,0.19558485276640133
2025-11-20,0.42752021106029964,0.20480089774491794,0.1969423055085126,0.15341778433846168,0.34500072374001,0.11820341572092542,0.14858982284634847,0.23285941828055104,0.21465727017692815,0.14836087048224536,0.20926029287317294
2025-11-21,0.37565080054106015,0.19108071727391723,0.1921474346774566,0.15187603812792175,0.31657986911118424,0.1143573946481009,0.13789361313629295,0.2105484345119815,0.20874077518391007,0.14776845880397377,0.19872580083304883
2025-11-24,0.3324774374478742,0.1718882652018013,0.18457206069639256,0.14564520033400724,0.2792893515519792,0.11607998483191505,0.13547585179111377,0.18076975446379365,0.18764264353386134,0.14189924850227847,0.1801262540179736
2025-11-25,0.29880922555620837,0.16531584027721274,0.1795734811410947,0.15007784148672784,0.26189455017006674,0.11801601870729211,0.13114344565929306,0.16973118473131457,0.18116225806029188,0.13999333152599766,0.16959382735419
2025-11-26,0.27876822952866476,0.15982403082953353,0.17795797273765138,0.14732782533238034,0.24612814638749828,0.11901770841631287,0.13103451409820996,0.16035617887150133,0.176560533683137,0.13832663879795562,0.1602718290871982
2025-11-28,0.2646001178498076,0.15754905162356256,0.17924630852485418,0.14657191606423736,0.23614501811178706,0.1186675243229926,0.1298760833433865,0.15374975939545693,0.17353792893605893,0.13758446694282783,0.15662222319059638
2025-12-01,0.2764959812583009,0.16248406451401942,0.18126822182976482,0.15296650527879466,0.2458723515422809,0.11872061075383492,0.1415493859161656,0.16247374696608397,0.1777724950206098,0.1371426082094532,0.1633742461440856
2025-12-02,0.2682408791688008,0.15964424782986766,0.1771445322976808,0.15240714268672173,0.23885169365712217,0.11937751705631727,0.141287670642467,0.15945055262864832,0.17532060869521696,0.1363036312356858,0.15531411637023385
2025-12-03,0.2626218562931769,0.15821426807824351,0.1799087458284451,0.15178494094776246,0.23131102565851686,0.11936621126303856,0.14084091422471226,0.15555449441549143,0.17365261210708657,0.13475985070753246,0.15112365752030543
2025-12-04,0.2588926281729236,0.15165518652722237,0.17445845694940468,0.1525856021351142,0.22860574010473775,0.11950777453902504,0.140146584176623,0.15361129063879114,0.172329377521703,0.1331129314152202,0.14991079942511185
2025-12-05,0.2535254107710165,0.14994387300961126,0.17414972938972859,0.15235829455208236,0.2247157242714369,0.11928858337040836,0.13927418065507993,0.15112171819409423,0.17034297177250682,0.13199294069793643,0.1495401434252243
2025-12-08,0.27083888384938853,0.15573799064170774,0.1775263801783874,0.15712800498707213,0.24098957793056044,0.12028050822223452,0.1443091720763787,0.15909837979813377,0.17730966950120283,0.13465020640478081,0.15760596971517216
2025-12-09,0.27207616917626526,0.15732071411680132,0.1747015792495477,0.1582302865568609,0.24336156072563786,0.11887059354960311,0.14052665742336942,0.16114057409558324,0.17884418390958856,0.13567673659826401,0.1588372199585742
2025-12-10,0.25653463902191226,0.14957592891495175,0.17469332725840506,0.15474039946510207,0.2286357354704354,0.11785426784014892,0.1376953846814108,0.15708436790370323,0.1712875109021617,0.1288254594563879,0.14830119152965474
2025-12-11,0.24341782376649349,0.14967136584273416,0.17313427360417244,0.1516028891258996,0.218396743708061,0.1186391107312948,0.1365438131321234,0.15116431607913314,0.1701005253164072,0.12787468658461199,0.14199590153893116
2025-12-12,0.2631220117805498,0.1521548806538161,0.17583018900414987,0.1514023201347956,0.22301707325833742,0.11752430004842739,0.13821412922618312,0.15630899635284204,0.17279748603818118,0.12875614102898644,0.14209924068360852
2025-12-15,0.2752186003958147,0.1553410198580256,0.17505657980655687,0.15414632524755076,0.23118706249922077,0.11735562504262156,0.13512790613645145,0.16127223348480563,0.1768079903039319,0.12948855355623345,0.14614855354533632
2025-12-16,0.2742534987745631,0.15511103505753723,0.18652755509705643,0.1574654350683935,0.23052557099989995,0.11703944264189999,0.13548593240376558,0.16136984496632023,0.17675674237434516,0.13076880678886232,0.14582715866807966
2025-12-17,0.29123408295417913,0.15863563149645002,0.19098159111067986,0.1595060962611719,0.24249258856316924,0.11614469824901308,0.13849645572941716,0.17158450725284777,0.18042536445109822,0.13164529586700616,0.1522421551284683
2025-12-18,0.2807595112084596,0.1545410666627059,0.18992899827473453,0.1578299327670563,0.23678074401109922,0.11668333838492762,0.1379574445460672,0.16650090010504506,0.17595861514230995,0.130583540137201,0.1478740498330708
2025-12-19,0.2529857352010349,0.14656283198957476,0.18747629399143048,0.1545480100160677,0.21452029186803195,0.11479137884657994,0.13443679248408047,0.15303959381281268,0.1660586717677787,0.12796827573422143,0.1359849602940192
2025-12-22,0.24021072098674764,0.1450546280825477,0.18487438572731754,0.15348037981133902,0.20547874905328248,0.11453290791406132,0.1331923603696291,0.14922386931162224,0.1638515413705498,0.12724273845675865,0.13189383581414052
2025-12-23,0.23876230349730684,0.14457070151526116,0.18353896629925093,0.15296891928805356,0.20435917681377583,0.11484643051926584,0.13259279736594756,0.1480894808932562,0.16128938476214702,0.1255116675523034,0.13097730758253617
2025-12-24,0.23161296064510214,0.1428060600590777,0.18207256523843934,0.14726895638326754,0.19717360861262118,0.11424610023019423,0.13060699347405,0.14395626725822333,0.1564409766961796,0.12568527253815223,0.12867008070712435
2025-12-26,0.23409252563586033,0.1428789153481432,0.18137198429634738,0.1466347503879326,0.1968050962429831,0.11420213799383573,0.1266274532456392,0.14411251534903718,0.15588045830820882,0.12419788393605496,0.12802478443361293
2025-12-29,0.24259125500449866,0.14539613936590515,0.17950754105611524,0.14770700345176593,0.2034105588620722,0.11420540944418221,0.12731611534226728,0.14802962708913997,0.15937187147597945,0.12478653566853021,0.1309168728277078
2025-12-30,0.24458134007593316,0.145833485010219,0.17909928737312122,0.14120021650895817,0.20494485818483954,0.11409825279193035,0.1275318661936991,0.1483191544417015,0.1597159755450317,0.12466916578136086,0.13183544727497393
2025-12-31,0.25248560582887397,0.14813791577448399,0.18040929057178776,0.1301440338447257,0.21048692534481853,0.1147023063810451,0.12736135179624614,0.15321177936576755,0.162131637042647,0.12659792446518917,0.13247172069727747
2026-01-02,0.24578387586562117,0.14628426050047125,0.18324410443846978,0.1294834991128597,0.20625901842508915,0.1143852763030853,0.12890538434714974,0.15450963477417248,0.1619065959442887,0.12579982343487245,0.13056216802776077
2026-01-05,0.2500775683231974,0.15386731241629864,0.19143382658998936,0.12855404611224525,0.21221496234746337,0.11475518718533137,0.12873297357152005,0.15875433295311747,0.16479856365626025,0.12588244684936548,0.1333690289276043
2026-01-06,0.2483484461893901,0.15331964452190394,0.19840036870473324,0.13322488704253269,0.2099948654248307,0.11378207548731718,0.1272944952165624,0.1597041964536994,0.16873586763045972,0.1251654804306761,0.1322873156931563
2026-01-07,0.2570215678887091,0.1595836034587995,0.2009161201398931,0.1351563569668986,0.21273833985435522,0.11436720175866372,0.13686842154430842,0.16891690067232665,0.1760306656473707,0.12892120537410526,0.13564780689344758
2026-01-08,0.25782371866326037,0.16039208964418683,0.20997113277525373,0.1373161245602715,0.21633609676662383,0.12332792766504182,0.1361476584420439,0.1692705422989548,0.1794101891542763,0.12978832204026403,0.13654942420845423
2026-01-09,0.24520096899720456,0.15517217018630447,0.2062080961424473,0.1359560151200677,0.20751055255726925,0.12476213591092115,0.13757045718678873,0.1604606971723843,0.1744043528824449,0.12817233167695097,0.1302654446900633
2026-01-12,0.25677991800797095,0.15627641978572923,0.19716584396245918,0.13338980614901846,0.2184972869568198,0.12681263397686235,0.14185501194455874,0.1667394610100662,0.1773449379585923,0.12822010891739757,0.13498388583797596
2026-01-13,0.26861606316760334,0.16654130472927514,0.19717798352314753,0.13637725109863838,0.2252692851356104,0.12843404810231154,0.14317480839367427,0.17480398071784276,0.17993440861588655,0.1295863196371867,0.14183359306160864
2026-01-14,0.2793621474650479,0.16898763245442447,0.20113519095027113,0.13741607622290863,0.23705758074902036,0.12750566352837395,0.1437030110788405,0.1788938851419179,0.1829718931548907,0.1303732739172354,0.14602684226811705
2026-01-15,0.26535730121820406,0.16511112115824764,0.2019938088189883,0.1368338520237727,0.22792063754482836,0.1274892844601802,0.14068448292063299,0.1735257773408359,0.1786581546697469,0.12672296270685646,0.1395014889870169
2026-01-16,0.26891865169719487,0.15158145902540848,0.19969142897383274,0.13818843065699862,0.22791536235869125,0.12687347077848235,0.1390424111089924,0.1733443576832126,0.17851005282522062,0.12863088198382194,0.1389043371499078
2026-01-20,0.3265851649258405,0.180727374488409,0.20021306911742756,0.14195919715490235,0.27455579971624466,0.12499134379018523,0.14793159665740924,0.2103805524542908,0.19888717928819336,0.14198353870947217,0.16344153980842635
2026-01-21,0.2792072134274258,0.1609033942876513,0.20415872797547188,0.14148282955606326,0.2437525329262154,0.1245656306389348,0.14170262510960807,0.18686275836214186,0.1865234304780813,0.13469219581300887,0.14322731643878858
2026-01-22,0.2606118064306751,0.1554221493843998,0.20355477996431606,0.1396501674974704,0.2294827004641427,0.12414767926516385,0.13827812583569096,0.17556477812914886,0.17945639967510704,0.13396375216545955,0.13931887314860092
2026-01-23,0.2669274223547118,0.15970693479676812,0.2029504456485597,0.14093602157923232,0.23431048071624036,0.1245425016160046,0.1392310033349844,0.1770912342837946,0.1822617202343828,0.13460855118525364,0.1411134383587041
2026-01-26,0.26666238384737734,0.16082815684867782,0.20143889806414123,0.14129270900120952,0.23457590075823373,0.12407275771559279,0.14068541260869669,0.17517202437770088,0.18077175465466908,0.13472618611659568,0.14295086248860064
2026-01-27,0.27003726773594083,0.16017589504539556,0.20112431880492795,0.14592581104509136,0.23926777496271107,0.12395274602227885,0.14133550532532294,0.1782796520594636,0.18294054988376202,0.13473548081765432,0.1450630457859064
2026-01-28,0.2701028595935495,0.1613442562982112,0.2016390186696648,0.14740182403801952,0.24021171128060453,0.1259353163200885,0.14161480080124675,0.1812021837663876,0.1861253003355323,0.1362909099664967,0.14210261292138096
2026-01-29,0.2792506378118639,0.16451523434557547,0.20084080266829876,0.14796941725359572,0.2467424243343869,0.12414843781522933,0.1394033867448548,0.18566509179558316,0.18936359452789614,0.13231508425703528,0.15269114311222695
2026-01-30,0.29095413077879945,0.16355023211138386,0.2013758450044004,0.14719117225977557,0.25222095483431883,0.11775502864805303,0.14053199087533927,0.19024191078317643,0.19174943638707356,0.12066463776088027,0.1552757509148412
2026-02-02,0.2785480568559087,0.16300345503953814,0.20429135636382828,0.14687850126156818,0.23448189540754147,0.11933128243853028,0.14050283383423035,0.18629070511989632,0.18206023921005723,0.12152677056517654,0.14307518310232906
2026-02-03,0.3077297490181388,0.17331104796191169,0.21175784189854374,0.1524926766439201,0.2447293353840556,0.12283349393873391,0.14380704601121225,0.19630726769880935,0.18979432976944327,0.12451526403501932,0.15670724269802738
2026-02-04,0.32477341994464154,0.17589849506686492,0.2150560243777513,0.1542444628604223,0.2511765185759578,0.12333791861041905,0.14497691500683524,0.20040447604732475,0.19394491760249188,0.127958286024232,0.16058303369350535
2026-02-05,0.36623107336585453,0.20325450244387563,0.21555260386898126,0.16483114479228372,0.29047626528118564,0.12348738285404559,0.14859385842216644,0.221437522734462,0.2282097737332922,0.13591593333784782,0.17666027049439578
2026-02-06,0.35591366232732485,0.19672989673511415,0.2191897223636288,0.16768752085710198,0.2561378759301866,0.12385950239719612,0.14647322929965123,0.2199190725997345,0.22088073702364683,0.14178517556131637,0.15724320428310487
2026-02-09,0.3101243767759649,0.17873997532647193,0.21871569032463553,0.16164433268248182,0.21838105862896867,0.12433828438957761,0.14234806002598258,0.1965322571952312,0.20470249043842859,0.13520224621339846,0.14460194988847705
2026-02-10,0.31686626889674774,0.1818181003969551,0.2178699292261771,0.16365728009365574,0.22196318418082758,0.12234292716484055,0.1433461642750307,0.19972224510317296,0.20661079156549564,0.1356332970699402,0.1461371420328766
2026-02-11,0.31437711409843166,0.18842547187401051,0.22206475464028247,0.16377532542316486,0.2231203314706456,0.12398492788056269,0.1454165458242393,0.20497818872078394,0.2098174264075255,0.13776903658978942,0.14595427791439797
2026-02-12,0.3649833420707428,0.21552024973812797,0.22815780225315305,0.16294119101550972,0.2511276443060622,0.12333111791248616,0.14753186309105135,0.23219612924516303,0.23240139731594708,0.14025708079257906,0.16577032789094095
2026-02-13,0.3614223208535994,0.2129353165529024,0.225682123814664,0.16133632935690861,0.24878893485714698,0.12307368064136562,0.15710772382214855,0.23070406820804976,0.2311704472545887,0.14172886613004557,0.16437812013848452
2026-02-17,0.3599103001084338,0.21418263571345023,0.2278844185888213,0.1639539392865517,0.23876606199569692,0.1281507527298735,0.15218138183928362,0.22736586906953446,0.23394579860487089,0.1371046159753844,0.15919448797820104
2026-02-18,0.3497495668326116,0.20894984002209013,0.22874306507681985,0.1612743637821603,0.23314961369675863,0.12828230266680893,0.15509979006720456,0.2199469805819677,0.2277198127704147,0.1374688735361135,0.15540555661471864
2026-02-19,0.36022778317218446,0.2080703221244966,0.22323585509503072,0.16432824915622743,0.23998808500404262,0.1284197711291556,0.15646369914330852,0.22303553365188272,0.22683227217041022,0.1373569042421633,0.15929262583905293
2026-02-20,0.3389509894067918,0.20235234481021577,0.22316189754885746,0.1619366326261117,0.22484860922720037,0.1279956960757169,0.15589195697090344,0.21275162539507309,0.21985774216058418,0.1378730487336957,0.16118731624039853
2026-02-23,0.36855261055609767,0.23662953638149456,0.22170947762059803,0.16439679542424468,0.2507291093137989,0.1288905687170173,0.1554649025401169,0.23349749589306495,0.2297605751204504,0.1397306613381367,0.1752506616396192
2026-02-24,0.3406733487453816,0.22974546127354725,0.21757488328957833,0.159883880360145,0.2413338513136281,0.12809388839962568,0.15584335415032546,0.21836772844894825,0.21587406134878112,0.13730298398705784,0.1671903308357426
2026-02-25,0.3230588808935843,0.21984577280545617,0.21735034438473685,0.14742280399459987,0.21863171965226777,0.12955797912402425,0.15550776555191445,0.20057019371803764,0.19872084701124687,0.13084067602631252,0.15210533524563655
2026-02-26,0.33657977221754665,0.22928939083119437,0.2177286884577664,0.14943609048114703,0.224927567714895,0.12547775989073812,0.15408787984087288,0.21217369080002146,0.20791274088781014,0.1325000391745069,0.15387979324498563
2026-02-27,0.3663850181473144,0.24477590257792894,0.21876636535946678,0.1430505827797074,0.2276442779489243,0.12688256767831274,0.15549224525350697,0.2204487556240788,0.21094208474496276,0.13230227267104386,0.15533902726287982
2026-03-02,0.393554518603701,0.2583363562526404,0.2213797647697146,0.14725136577542403,0.24290000062502215,0.13176384226129612,0.15418901411263108,0.23580519374110914,0.2180929422981941,0.1339527281386215,0.16324841753012148
2026-03-03,0.42925198127326014,0.27195961475403074,0.22360992764601592,0.15538497201813398,0.2617223844102997,0.1332257218163728,0.1550390945288213,0.26536679937295327,0.24609263793439073,0.13764913750563604,0.1681753277619124
2026-03-04,0.39307558920134616,0.24938590432543362,0.2226745283285699,0.14623709045063354,0.24726396953778662,0.13427093148275618,0.14568178407524582,0.23550732808918645,0.2281456404695436,0.12895125360687285,0.158233570653809
2026-03-05,0.43184459558619215,0.2718405717028802,0.22126173219554246,0.1592868652526616,0.26928869580890774,0.13922516331499027,0.14683567304531733,0.26852633924935904,0.2536691894300024,0.13545524978824464,0.16925507237042597
2026-03-06,0.5282199364680291,0.3185524870372434,0.22050402471629338,0.17316145848426953,0.3266668311350495,0.1409985009226914,0.1492557524481206,0.3218274158490966,0.3041597887460559,0.15085201980269308,0.1978294203107565
2026-03-09,0.4615599147193916,0.275768955289338,0.21857298591293053,0.1672510013589849,0.28348848999282256,0.13905754871094708,0.14791784528346963,0.28104553850400477,0.2709533654168612,0.14278094016191056,0.1759750236751327
2026-03-10,0.4506373549661994,0.27146634180377666,0.2207678043205911,0.1671155543063066,0.27732156124893775,0.13908018580047193,0.14743705960279502,0.27730958668787126,0.2678935671918896,0.14208202270373813,0.17098761005280874
2026-03-11,0.44031776873122,0.2664493433415908,0.22211662669768245,0.1626142090846273,0.2676546422643683,0.14084636018793767,0.14504381382192813,0.2713006594781019,0.2593039347751799,0.1424300877507556,0.16671117847067202
2026-03-12,0.48274101830923505,0.2930022001663312,0.22185151251872745,0.17977071223271576,0.3050076343138314,0.14057743339720544,0.1446964384186971,0.3128330268978514,0.27315836096591833,0.148853794232918,0.18759140092966195
2026-03-13,0.4833367654213593,0.2862156779615616,0.221087357251975,0.17358868020843699,0.2988851434764498,0.14120702491386525,0.14527699411004344,0.30573209204092233,0.269057800627293,0.14831276841682395,0.1876944140086818
2026-03-16,0.4202189898556051,0.2511310119670693,0.22013871681422784,0.16384703258069466,0.2652732621071015,0.1401148564769844,0.14484260436985322,0.26692034981629936,0.23783067361518945,0.1427205537855375,0.17185107796536034
2026-03-17,0.3934517361481108,0.2494056412540791,0.21823670095609984,0.16356920611282116,0.2645572817234245,0.13935006272184153,0.14389560340016475,0.258347475889429,0.23436879828850515,0.14137747455287167,0.16845483978143733
2026-03-18,0.4263111709971382,0.27001693280489375,0.2176476436531599,0.17736064313453476,0.29898574614375767,0.14805710251982007,0.1459202255586406,0.27933548821925264,0.26149054818604595,0.15594635848411667,0.18744620879826923
2026-03-19,0.4098023736832657,0.2605938386691792,0.20629784231904472,0.17148752316896276,0.28947594992902775,0.14874955404479914,0.14567125471233497,0.27001015940588013,0.2576520582185722,0.1519597344220369,0.18282892343846976
2026-03-20,0.44936060576084325,0.27707433177531426,0.20532920565231727,0.18367003906808685,0.32042155427893443,0.15067301515543235,0.17738530035037214,0.29151485867246474,0.28810029540463844,0.1898031020811344,0.19603668758963894
2026-03-23,0.4347867180729269,0.27568538632001155,0.2043214445355743,0.18008749173736138,0.3200095307094849,0.1510308149143043,0.17701838121274127,0.28657115945817835,0.2909046524430325,0.19159113295914515,0.1928800825412329
2026-03-24,0.4425771569274199,0.28282590222043213,0.20690160702936297,0.18096480074654275,0.33670536820949193,0.15162561390290602,0.17955254287151967,0.29406401693920803,0.29965458476021256,0.20054472898098658,0.20349828363042996
2026-03-25,0.4175882750575745,0.26465660871374885,0.20583810378970524,0.177033631878946,0.32027088966866873,0.1518764947621151,0.17748886378034945,0.2774998055396834,0.29081792320939387,0.19107338366956245,0.19416263939740783
2026-03-26,0.45471138808404243,0.2701877455697974,0.20528199319752047,0.1803287886210492,0.3405851863022963,0.15381494192132453,0.17729871608475684,0.3070664406084446,0.300483753319928,0.19242254686574586,0.21837688188971463
2026-03-27,0.5035862355656922,0.30818154356248145,0.2051189112331299,0.20003523202608517,0.3918897967086945,0.15221693314305731,0.17722067574303965,0.33879238810616463,0.3199585358834887,0.20404419292007592,0.2434737561147289
2026-03-30,0.49935341520317217,0.3041198448556236,0.2067323144152615,0.19783665403110662,0.3864105621085265,0.15206544664847693,0.17693479530409967,0.3381017787267695,0.31576008983464954,0.20187406037197708,0.24028322132786753
2026-03-31,0.4099922247842089,0.2567083286432506,0.20872726205764192,0.1852620507833464,0.31841180326480345,0.1499935288532216,0.16935162248353688,0.28851816788701384,0.2636584352028272,0.18260854099060222,0.21737295286094932
2026-04-01,0.4005310267781461,0.25017905517553585,0.22683496784589477,0.1839855766264699,0.30998837651473915,0.15015639988067683,0.16929465027496465,0.28472967834191765,0.259516142002843,0.17970251461130618,0.21216090015068217
2026-04-02,0.39157988244153913,0.24548400785758656,0.22613513916912836,0.18128119747693516,0.3034744187123895,0.14956227316374213,0.16816660382057264,0.2775751843209447,0.2538535847919269,0.17887368596996972,0.20862507254770365
2026-04-06,0.39582095877488144,0.24837203851649534,0.22394215438517528,0.18120279107567644,0.30811591182540987,0.15071074404293167,0.16693247220336893,0.2769295372994157,0.2519553018343014,0.18001226894297007,0.21017091582636166
2026-04-07,0.4234366896736529,0.2524025830129789,0.2208310323738233,0.18848583822897957,0.32274251443260876,0.15499779064419084,0.16664515809401922,0.2907331419203112,0.2610349290401855,0.18620416027736586,0.21953909743788674
2026-04-08,0.34101440820710616,0.2241972826511291,0.22776051423423377,0.17115079115380755,0.2695400141928034,0.15955017801190438,0.16568732151236693,0.2540434438281216,0.23773710631093667,0.17207293036497007,0.19044255133754376
